node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startFlyway,endFlyway
679,680,0.00165720397940339,-106.548249789227,41.1491997544697,-106.29458162504,40.6051600210078,0.00165720397940339,0,2024.49629927221,2024.49795647619,NA,Central,Central
680,681,0.00909819699937331,-106.29458162504,40.6051600210078,-107.797505088447,42.5732357256775,0.0107554009787767,0.00165720397940339,2024.49795647619,2024.50705467319,NA,Central,Central
679,959,0.0304156170049223,-106.548249789227,41.1491997544697,-106.531287010296,41.0430409893425,0.0304156170049223,0,2024.49629927221,2024.52671488922,NA,Central,Central
681,683,0.0508244677515481,-107.797505088447,42.5732357256775,-108.169310415847,43.091153776352,0.0615798687303248,0.0107554009787767,2024.50705467319,2024.55787914094,NA,Central,Central
959,960,0.0342645496380181,-106.531287010296,41.0430409893425,-105.806209335662,41.4622337977237,0.0646801666429404,0.0304156170049223,2024.52671488922,2024.56097943886,NA,Central,Central
960,961,0.00137351930529284,-105.806209335662,41.4622337977237,-105.38311312104,40.7906495987053,0.0660536859482332,0.0646801666429404,2024.56097943886,2024.56235295816,NA,Central,Central
683,684,0.0280848663447915,-108.169310415847,43.091153776352,-107.46806849624,44.4139528403043,0.0896647350751163,0.0615798687303248,2024.55787914094,2024.58596400729,NA,Central,Central
684,685,0.00152311708248654,-107.46806849624,44.4139528403043,-107.451496565897,44.4151576427256,0.0911878521576028,0.0896647350751163,2024.58596400729,2024.58748712437,NA,Central,Central
961,1302,0.0263076988341124,-105.38311312104,40.7906495987053,-108.292982188064,40.9442699659943,0.0923613847823457,0.0660536859482332,2024.56235295816,2024.588660657,NA,Central,Central
1302,1346,0.00802996842980352,-108.292982188064,40.9442699659943,-107.100617437534,41.0806144858961,0.100391353212149,0.0923613847823457,2024.588660657,2024.59669062543,NA,Central,Central
1346,1348,0.0033744542498817,-107.100617437534,41.0806144858961,-107.146914788442,41.1163510620674,0.103765807462031,0.100391353212149,2024.59669062543,2024.60006507968,NA,Central,Central
