node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startFlyway,endFlyway
679,680,0.0407963257251951,-111.040864526708,42.3942046506953,-111.682571785631,41.4340990837841,0.0407963257251951,0,2024.56220109689,2024.60299742261,NA,Pacific,Pacific
679,801,0.0113586462586841,-111.040864526708,42.3942046506953,-111.492318497992,42.0853477181137,0.0113586462586841,0,2024.56220109689,2024.57355974314,NA,Pacific,Pacific
801,802,0.00676896803994209,-111.492318497992,42.0853477181137,-111.625632396636,42.097161222175,0.0181276142986262,0.0113586462586841,2024.57355974314,2024.58032871118,NA,Pacific,Pacific
802,803,0.00945918763382414,-111.625632396636,42.097161222175,-112.009030346593,42.207642774806,0.0275868019324503,0.0181276142986262,2024.58032871118,2024.58978789882,NA,Pacific,Pacific
802,1203,0.0189388564881168,-111.625632396636,42.097161222175,-112.453752480437,42.2498113556356,0.037066470786743,0.0181276142986262,2024.58032871118,2024.59926756767,NA,Pacific,Pacific
803,804,0.0118422709846786,-112.009030346593,42.207642774806,-111.94677885239,42.1224450205931,0.0394290729171289,0.0275868019324503,2024.58978789882,2024.6016301698,NA,Pacific,Pacific
1203,1204,0.00670305790084447,-112.453752480437,42.2498113556356,-111.869860947712,42.6753023522919,0.0437695286875874,0.037066470786743,2024.59926756767,2024.60597062557,NA,Pacific,Pacific
803,806,0.01926226519923,-112.009030346593,42.207642774806,-110.847999921586,40.8682311873795,0.0468490671316804,0.0275868019324503,2024.58978789882,2024.60905016402,NA,Pacific,Pacific
680,681,0.0100554086925828,-111.682571785631,41.4340990837841,-112.756706743041,37.8220879463036,0.0508517344177779,0.0407963257251951,2024.60299742261,2024.6130528313,NA,Pacific,Pacific
681,684,0.00183839358293691,-112.756706743041,37.8220879463036,-113.162939381913,38.0954908787365,0.0526901280007148,0.0508517344177779,2024.6130528313,2024.61489122489,NA,Pacific,Pacific
806,807,0.0175255389841675,-110.847999921586,40.8682311873795,-108.907365857607,41.9539047275182,0.0643746061158479,0.0468490671316804,2024.60905016402,2024.626575703,NA,Pacific,Pacific
1204,1205,0.0271480469305119,-111.869860947712,42.6753023522919,-112.157135697052,42.6272794720692,0.0709175756180993,0.0437695286875874,2024.60597062557,2024.6331186725,NA,Pacific,Pacific
801,1344,0.0640014640218693,-111.492318497992,42.0853477181137,-111.310827397337,40.2527223001982,0.0753601102805534,0.0113586462586841,2024.57355974314,2024.63756120717,NA,Pacific,Pacific
1344,1345,0.00582364135788538,-111.310827397337,40.2527223001982,-115.378981400214,37.9524820468243,0.0811837516384388,0.0753601102805534,2024.63756120717,2024.64338484852,NA,Pacific,Central
1205,1212,0.0106470041561999,-112.157135697052,42.6272794720692,-111.468054660919,42.4018195032196,0.0815645797742992,0.0709175756180993,2024.6331186725,2024.64376567666,NA,Pacific,Pacific
807,808,0.0205371940564663,-108.907365857607,41.9539047275182,-109.166359372982,41.324738508117,0.0849118001723141,0.0643746061158479,2024.626575703,2024.64711289706,NA,Pacific,Pacific
808,809,0.00344604091926604,-109.166359372982,41.324738508117,-106.843195189324,41.9576712887412,0.0883578410915802,0.0849118001723141,2024.64711289706,2024.65055893798,NA,Pacific,Pacific
1203,1324,0.0569161435436176,-112.453752480437,42.2498113556356,-112.418881039364,47.2271290715513,0.0939826143303606,0.037066470786743,2024.59926756767,2024.65618371122,NA,Pacific,Pacific
680,685,0.068649357735229,-111.682571785631,41.4340990837841,-98.1041719364839,32.9687327164824,0.109445683460424,0.0407963257251951,2024.60299742261,2024.67164678035,NA,Pacific,Mississippi
1324,1325,0.0176789604741137,-112.418881039364,47.2271290715513,-112.854126750368,46.3715274105159,0.111661574804474,0.0939826143303606,2024.65618371122,2024.67386267169,NA,Pacific,Pacific
807,862,0.0483920424287512,-108.907365857607,41.9539047275182,-111.059835902721,46.1893209850629,0.112766648544599,0.0643746061158479,2024.626575703,2024.67496774543,NA,Pacific,Pacific
1205,1206,0.0420359716422953,-112.157135697052,42.6272794720692,-110.105027990221,45.2467645938091,0.112953547260395,0.0709175756180993,2024.6331186725,2024.67515464415,NA,Pacific,Pacific
