node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startFlyway,endFlyway
679,680,0.0135157317669183,-111.855644220094,43.3784964978151,-111.942762838291,38.6519611677072,0.0135157317669183,0,2024.47001739418,2024.48353312595,NA,Pacific,Pacific
680,797,0.0135408107081669,-111.942762838291,38.6519611677072,-111.956401762553,38.5416266974633,0.0270565424750853,0.0135157317669183,2024.48353312595,2024.49707393666,NA,Pacific,Pacific
797,798,0.0265208549793472,-111.956401762553,38.5416266974633,-112.207027573508,41.7090006764837,0.0535773974544325,0.0270565424750853,2024.49707393666,2024.52359479164,NA,Pacific,Central
798,799,0.0193233449813648,-112.207027573508,41.7090006764837,-116.927676345675,47.9867582680368,0.0729007424357972,0.0535773974544325,2024.52359479164,2024.54291813662,NA,Central,Pacific
799,1200,0.0137449560100837,-116.927676345675,47.9867582680368,-116.532264048024,48.4325374677277,0.086645698445881,0.0729007424357972,2024.54291813662,2024.55666309263,NA,Pacific,Pacific
1200,1201,0.00185400941993064,-116.532264048024,48.4325374677277,-117.175624461793,48.8276060236274,0.0884997078658116,0.086645698445881,2024.55666309263,2024.55851710205,NA,Pacific,Pacific
797,1354,0.0644993552220876,-111.956401762553,38.5416266974633,-111.208303901982,38.0600556466287,0.0915558976971729,0.0270565424750853,2024.49707393666,2024.56157329188,NA,Pacific,Central
799,800,0.0199465223286834,-116.927676345675,47.9867582680368,-117.623527272803,46.7869893628291,0.0928472647644807,0.0729007424357972,2024.54291813662,2024.56286465895,NA,Pacific,Pacific
680,681,0.0861573365567541,-111.942762838291,38.6519611677072,-90.7628087953535,34.1278307188162,0.0996730683236724,0.0135157317669183,2024.48353312595,2024.5696904625,NA,Pacific,Mississippi
800,801,0.00930884849263824,-117.623527272803,46.7869893628291,-115.999429393982,47.3620788385696,0.102156113257119,0.0928472647644807,2024.56286465895,2024.57217350744,NA,Pacific,Pacific
681,704,0.00372676004300376,-90.7628087953535,34.1278307188162,-94.4021042729905,39.374650928912,0.103399828366676,0.0996730683236724,2024.5696904625,2024.57341722255,NA,Mississippi,Atlantic
800,803,0.0257342297992935,-117.623527272803,46.7869893628291,-116.046950101059,43.3797887091723,0.118581494563774,0.0928472647644807,2024.56286465895,2024.58859888874,NA,Pacific,Pacific
1201,1214,0.0391283816241292,-117.175624461793,48.8276060236274,-116.548292809769,48.158942506705,0.127628089489941,0.0884997078658116,2024.55851710205,2024.59764548367,NA,Pacific,Pacific
803,805,0.0163779463024361,-116.046950101059,43.3797887091723,-115.970398558101,43.5024688441771,0.13495944086621,0.118581494563774,2024.58859888874,2024.60497683505,NA,Pacific,Pacific
1214,1215,0.00992721993391954,-116.548292809769,48.158942506705,-116.948024296521,48.9212219984026,0.13755530942386,0.127628089489941,2024.59764548367,2024.60757270361,NA,Pacific,Central
805,1146,0.0132641962877389,-115.970398558101,43.5024688441771,-106.249183146631,39.5682231965215,0.148223637153949,0.13495944086621,2024.60497683505,2024.61824103134,NA,Pacific,Central
1215,1216,0.0155292171572996,-116.948024296521,48.9212219984026,-117.430812693133,48.7360745077556,0.15308452658116,0.13755530942386,2024.60757270361,2024.62310192076,NA,Central,Pacific
1214,1238,0.0340958195982084,-116.548292809769,48.158942506705,-117.136837368356,47.8270933890298,0.161723909088149,0.127628089489941,2024.59764548367,2024.63174130327,NA,Pacific,Pacific
1201,1202,0.0742714066991272,-117.175624461793,48.8276060236274,-116.125178788789,46.5024000049885,0.162771114564939,0.0884997078658116,2024.55851710205,2024.63278850875,NA,Pacific,Pacific
704,785,0.0614375425151874,-94.4021042729905,39.374650928912,-93.8898145318781,33.1930528926594,0.164837370881864,0.103399828366676,2024.57341722255,2024.63485476506,NA,Atlantic,Mississippi
1200,1244,0.0797867043058129,-116.532264048024,48.4325374677277,-108.713621733301,48.349574985245,0.166432402751694,0.086645698445881,2024.55666309263,2024.63644979693,NA,Pacific,Central
1202,1206,0.00391049949211975,-116.125178788789,46.5024000049885,-115.504377616395,46.3754528643831,0.166681614057059,0.162771114564939,2024.63278850875,2024.63669900824,NA,Pacific,Pacific
805,806,0.032641162886754,-115.970398558101,43.5024688441771,-116.924965966467,43.0758595274848,0.167600603752964,0.13495944086621,2024.60497683505,2024.63761799793,NA,Pacific,Pacific
1238,1239,0.0115454340229306,-117.136837368356,47.8270933890298,-117.671354601721,47.4235444537927,0.17326934311108,0.161723909088149,2024.63174130327,2024.64328673729,NA,Pacific,Pacific
806,1141,0.0086475011360434,-116.924965966467,43.0758595274848,-117.217614632083,42.5482961541288,0.176248104889008,0.167600603752964,2024.63761799793,2024.64626549907,NA,Pacific,Pacific
