node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startFlyway,endFlyway
679,680,0.0526819063321833,-108.173231216296,40.6960283821164,-105.962505368155,36.9527545695797,0.0526819063321833,0,2024.49372125518,2024.54640316151,NA,Pacific,Pacific
679,1354,0.0528737221259705,-108.173231216296,40.6960283821164,-107.944876063998,46.5342405177221,0.0528737221259705,0,2024.49372125518,2024.54659497731,NA,Pacific,Pacific
680,681,0.0049252535852875,-105.962505368155,36.9527545695797,-105.934297197616,35.520636995816,0.0576071599174708,0.0526819063321833,2024.54640316151,2024.5513284151,NA,Pacific,Pacific
681,682,0.0111312924111144,-105.934297197616,35.520636995816,-100.184096060903,36.3084171109984,0.0687384523285852,0.0576071599174708,2024.5513284151,2024.56245970751,NA,Pacific,Pacific
681,799,0.0345597172701926,-105.934297197616,35.520636995816,-106.777580437644,42.86202990132,0.0921668771876634,0.0576071599174708,2024.5513284151,2024.58588813237,NA,Pacific,Pacific
799,800,0.0124130477704496,-106.777580437644,42.86202990132,-112.317547932251,46.8829356009261,0.104579924958113,0.0921668771876634,2024.58588813237,2024.59830118014,NA,Pacific,Pacific
800,1201,0.0101971439701305,-112.317547932251,46.8829356009261,-112.833653276499,46.6345830725874,0.114777068928243,0.104579924958113,2024.59830118014,2024.60849832411,NA,Pacific,Pacific
800,801,0.0125822444753698,-112.317547932251,46.8829356009261,-114.786032928404,47.9090483024364,0.117162169433483,0.104579924958113,2024.59830118014,2024.61088342461,NA,Pacific,Pacific
801,803,0.00402505195315461,-114.786032928404,47.9090483024364,-114.692417483913,47.9316413776712,0.121187221386637,0.117162169433483,2024.61088342461,2024.61490847657,NA,Pacific,Pacific
682,683,0.0652114484171675,-100.184096060903,36.3084171109984,-102.934198075566,32.0622580285367,0.133949900745753,0.0687384523285852,2024.56245970751,2024.62767115593,NA,Pacific,Central
