node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel,startFlyway,endFlyway
679,680,0.085511258313294,-106.225146195989,41.0344348822335,-106.404241251389,40.1209571255462,0.085511258313294,0,2024.50951695971,2024.59502821802,NA,Central,Central
679,818,0.0237135620188718,-106.225146195989,41.0344348822335,-105.567916051486,40.514158303437,0.0237135620188718,0,2024.50951695971,2024.53323052173,NA,Central,Central
818,819,0.0183526792981623,-105.567916051486,40.514158303437,-105.90038922609,40.36989133048,0.0420662413170341,0.0237135620188718,2024.53323052173,2024.55158320103,NA,Central,Central
819,820,0.00500247552025357,-105.90038922609,40.36989133048,-106.638692844957,39.6656560561011,0.0470687168372876,0.0420662413170341,2024.55158320103,2024.55658567655,NA,Central,Central
819,1223,0.0276917676345843,-105.90038922609,40.36989133048,-109.323231270354,37.3385482282345,0.0697580089516183,0.0420662413170341,2024.55158320103,2024.57927496866,NA,Central,Pacific
1223,1224,0.00100946125297363,-109.323231270354,37.3385482282345,-108.951053545471,37.0288451363091,0.070767470204592,0.0697580089516183,2024.57927496866,2024.58028442991,NA,Pacific,Pacific
820,821,0.0308449759971479,-106.638692844957,39.6656560561011,-107.16292244035,40.0036746541471,0.0779136928344355,0.0470687168372876,2024.55658567655,2024.58743065254,NA,Central,Central
820,1221,0.0337847914441058,-106.638692844957,39.6656560561011,-108.533423449594,37.7322591393374,0.0808535082813935,0.0470687168372876,2024.55658567655,2024.59037046799,NA,Central,Central
1224,1341,0.0112448929222422,-108.951053545471,37.0288451363091,-108.462242808101,39.1627747566476,0.0820123631268341,0.070767470204592,2024.58028442991,2024.59152932284,NA,Pacific,Pacific
821,1219,0.0196214889100119,-107.16292244035,40.0036746541471,-108.288897269034,40.27560225677,0.0975351817444474,0.0779136928344355,2024.58743065254,2024.60705214145,NA,Central,Pacific
821,822,0.0207217126440309,-107.16292244035,40.0036746541471,-106.751445141836,39.4541832131753,0.0986354054784664,0.0779136928344355,2024.58743065254,2024.60815236519,NA,Central,Central
